10089 36421
1855 3443 4652770
8977 7052 1
2432 1705 14938514
2302 1754 1
3210 7503 2337288
9913 1663 37332
1427 809 67303
3689 3334 55331
8901 8322 1
4139 2401 1
2428 10052 1
3841 1225 67366
7569 1654 14241434
1193 662 2119139
7666 1037 33586
1364 245 12809251
9829 9585 21084
2809 4730 5132631
2845 7203 4140351
3362 2846 486627
3275 5410 10068798
4678 9320 1
4890 2645 32682
3008 5062 9486528
7511 5444 52071
5642 7831 9968319
8399 4626 1
269 6112 1
1480 5872 1
5032 762 5228595
1182 6859 10909907
1104 2774 1
6606 4679 154830
4844 4608 1
6079 7936 1
6086 5149 1
3011 5802 1
2652 3372 461618
8959 9435 16618497
573 4021 4148115
9905 7571 13783512
4671 9851 4358885
835 5931 10652820
365 6624 93871
889 6900 2570276
9166 1448 92254
3312 6950 4533386
7322 8103 1
5268 5024 7648482
7782 7743 90568
815 5480 7123551
2705 2732 1
8715 9182 1
5853 1793 1
1770 537 7797815
3150 734 10617311
4439 9027 2267177
3457 9768 2557032
2173 6565 1
8546 8679 5942432
654 8055 2477542
6259 4172 89399
2269 9240 10114329
3635 1409 2447338
8218 8108 13048534
339 7483 5242948
7563 2089 245294
6813 9296 11765087
4356 5686 42101
251 4303 1
7613 3644 1
4949 7640 191231
1621 4565 1929813
4083 4207 1
3070 9504 1
7336 4574 3281355
1615 3423 14938
7032 9866 52381
8946 9860 13318
8898 5622 15984103
3513 9772 9759368
4094 2233 7712781
7046 7014 7233896
1836 7650 55418
6923 4693 85974
7849 2934 1
6787 6038 74061
3591 4204 1
5897 7546 1
2637 1808 3840857
3517 1442 7572054
6253 9337 42090
8448 7866 1831629
1678 4615 62795
7228 7854 71088
10078 5720 95315
2392 7314 4330058
5090 8794 40913
6850 2117 47559
203 8246 3523320
6509 1069 1169509
6063 1935 1
8690 5645 55067
4958 3281 21907
6680 8783 1
2935 4558 1
1409 4197 53733
8339 5448 92245
5926 5348 6599532
5917 9672 37923
5221 9350 25735
6164 1877 1
10006 8621 1
9699 7553 861767
4771 5147 5483338
1904 2771 94179
464 3763 1
5544 7139 1
5444 9778 15836475
1173 1580 41100
10055 9650 12293
4959 2271 4414096
5257 7275 57295
3943 8223 3507461
7635 8494 10122855
8623 10025 3363113
7362 3924 1
7586 9609 11320376
7026 9405 1
2344 9845 1
8850 7756 83213
6425 2954 6975186
1396 9184 3765042
2421 3696 62212
783 4031 12930
1072 3591 9540733
1026 8943 2983203
5980 9583 1
2202 2305 1
4625 9432 995690
3269 6792 14631334
5372 8719 13405365
7985 3450 1
4977 8475 1993
8851 5469 48773
2684 7672 1
9597 7733 9720199
9485 6321 9609974
9854 9205 17431979
7873 2532 9040614
807 1896 1
8272 4033 1
9296 3392 1
8924 3723 62744
9400 6650 23382
6951 5887 39090
1179 9320 1
9631 7716 1
2275 2504 1
9796 7937 1
6285 3023 1
2328 1028 1
6594 9463 1
1963 4859 13979
7188 6571 1
9413 3372 79691
7653 9101 1
178 4019 26675
2000 3882 70498
5538 2385 1
2566 1311 5328599
9264 2186 1
9687 6631 1
962 3912 5861820
6278 6231 11887
5890 7783 7797032
6312 1916 1
3355 6561 3081979
2192 8001 5395414
7990 1219 13341
9057 4597 1
2090 5435 61578
1982 1525 25614
2685 4093 9495909
8609 10022 1
5249 7237 3222100
8304 2078 1
10022 1901 12507669
374 9088 1
2931 6749 67116
4 5673 1
3766 4620 13750
1162 7839 9374064
6654 8156 2762628
3588 3068 1
3164 504 2757928
8865 1486 1
1112 3256 15512990
9401 817 13813805
5652 5287 14564287
936 5906 6460553
1426 5370 1
1997 1603 1
5467 1483 89798
9070 9674 6860529
9698 7048 3464892
1764 288 1350279
2372 6811 2603820
5015 2944 79993
9340 3263 1
8746 4313 1
9030 5355 5429348
2604 6989 1
5856 2815 1
5919 2813 84980
9353 4965 11149861
2617 2364 3626858
7110 146 12856
9238 9490 82439
8727 5094 1
4937 1801 43451
9486 894 97189
8620 8222 84507
1353 5728 1700950
6724 1238 72179
9633 4635 30201
179 4854 16085853
477 3339 39628
3150 6645 1654769
4934 9549 1
7827 4027 1
3086 5968 10622222
3434 6312 1
1353 9871 5991
4602 5480 5536388
6526 9834 10791174
9488 3872 1683393
8690 6805 77204
3122 6793 2414974
5666 8972 1
3444 192 4874686
4935 7137 1
1620 5474 10070762
8851 4549 15125
1726 3271 1
5824 9954 53048
5019 356 6651290
375 3047 21371
4742 8701 1775224
6350 7147 81958
915 8834 16983
8179 5382 18288
7302 3688 1
1817 81 5426
3149 7803 7697
3490 3206 1
7757 8417 1
4812 5383 1
4117 6686 5820010
8177 8367 1
6461 410 96450
3005 334 6428151
1034 3670 4003060
9977 9756 5568406
6669 2398 7329798
6015 1627 1330414
2501 9866 8049309
3974 423 30064
2587 6586 1
8670 6795 954677
4575 1614 1
9724 3194 4275886
4511 8133 73196
6502 2723 1512808
5739 7277 1
8483 4996 85865
5408 8448 95814
8581 7279 4151556
260 875 43965
9788 869 3482237
8759 5511 83560
5698 4584 1
5298 8730 6435501
9120 8537 1
618 6431 41824
4232 1145 10408710
4239 4696 1017480
3537 992 1
7430 5241 17100066
1055 8282 1
9107 780 7863938
9109 9910 5621221
8522 1422 6068207
7636 969 8069273
2928 3326 1
5883 9778 8055855
3483 6130 1
6899 7394 55094
8656 6181 1
700 5581 81186
2953 1873 1
8853 3351 1
6172 9377 11577
5890 314 3476556
9196 654 27451
6488 4733 1
3277 2591 4026518
8648 2886 1
5926 3692 1
1498 4532 9664034
8702 4885 1
9208 284 2512933
3770 9663 65004
1393 4030 1
2523 6004 1
939 839 1
5086 7325 1
4863 3950 5152462
9297 4603 1
5973 2995 3271498
9604 2799 4236534
7092 5466 3415307
886 9551 1
5434 3276 4491892
1333 6218 3242572
5630 1201 1
10075 7967 50737
320 4127 1
5290 4077 1
6172 2643 27714
5119 3718 1
5813 2180 1
7455 8185 3364385
1698 6750 1
4671 848 1
10084 3678 1
4256 4891 1
3866 4179 5218749
57 4553 1
1871 3769 1
2604 5930 1
4397 709 1
5730 3788 8994359
1043 437 12489302
5348 8986 1
9292 9237 1
8786 7658 1
3986 5598 10917971
1578 1045 2668030
4865 6818 37053
1692 1357 4522998
1045 1069 27851
3998 2244 10152808
5193 7461 4953870
4626 2197 29674
7183 4437 94465
546 6648 1
7997 494 1
8645 637 4773946
9545 6210 7318426
4151 826 94749
2158 261 7421
2514 4507 1
939 7592 164346
9862 5216 3145327
4327 3492 1674799
6837 5012 7711
1243 5266 3360596
9954 3599 37381
7247 9356 13703293
1053 937 1
9642 4999 9594
475 9173 1
185 7507 1
7303 9755 65752
116 4473 1949581
534 3897 1
9760 1612 87307
9273 8112 1
4091 5246 19929
6801 6826 7458467
4032 6910 1
4764 5472 1
2065 4354 8091282
5348 2826 1779808
7935 6985 18439
3692 6402 1
1974 6440 2468426
6627 3833 1
5478 9027 14487
239 4698 1
8284 8456 1
9853 8280 23715
1473 7298 5836332
1520 1056 2792602
5152 1361 2953337
6941 8695 3687
109 758 46233
7415 4983 10421389
1814 7249 1
5048 5892 96001
7250 8164 1
9236 7189 87207
5546 323 1187946
4724 9062 1
3474 749 82154
3466 9883 85866
9250 3840 1
6025 2951 271369
6891 665 4051
7682 7119 72764
9857 8592 1
907 5953 1
3754 3805 1
10000 4257 1
10088 5888 21948
646 2081 1
8396 4573 1
976 8748 31141
5736 8891 1051833
6143 9761 1
2652 7304 1
4469 4230 2591096
6776 9795 1
9973 9657 1
5384 6587 56940
1971 4567 1
8763 4859 11181819
7390 1074 58638
8424 4343 4637
4764 5571 1405904
2810 187 1
2433 7163 1
4005 6299 1
5075 2180 82361
3298 573 47511
7848 1950 4754414
2819 1488 1
9189 5157 1
3688 8945 1
5371 998 38901
8404 6868 1
634 5273 6359527
1858 8452 3860514
931 1389 8556709
1644 8971 6465744
7168 6199 1
3842 6015 1
1481 5642 1
7499 5328 1
2836 3789 37349
2591 684 14212
2591 4945 23875
7140 8176 1
8724 3138 2126048
8404 2543 1
2782 6470 1
4846 5088 6636310
2243 6264 7543066
4568 7496 34648
8564 5035 1
6614 7876 1
7649 9580 8929
7695 5228 1
6257 4335 2817090
9197 353 1
6088 1601 8092227
9739 6467 1
1888 10068 12812640
8772 4172 7074251
3202 2049 5483
2089 8257 65287
9950 7993 5603975
7989 2879 47646
4965 4609 78162
4224 5303 1
1678 8731 1
7745 5733 10231570
809 6099 1
7005 9208 1
539 9369 84852
4688 6807 8449359
5150 2015 4513152
5393 7643 14374729
2899 9905 1
8380 2238 12322188
4809 6556 2938752
314 8919 33705
9934 6193 1
5208 5248 1109695
3820 2764 3179650
1407 9831 1
1320 4956 7559309
10047 5835 1
5148 151 88524
6695 5185 4331342
799 6419 1
1052 2583 2182631
4502 9288 1
7688 6853 2378358
1907 6109 83999
1004 6162 48097
4113 6546 1099423
7913 8341 6743947
9414 3414 9113808
8852 9012 92261
2030 7549 1
442 7742 33963
3951 5877 4000261
1842 9026 1072707
8199 3649 5983895
8656 10010 1
9998 7999 1
6508 3782 16276845
8397 6877 10486344
4714 6213 1
5638 6848 1
1567 7712 17791
4397 6115 314
5917 3873 52412
6931 1628 2402067
1047 386 6936574
6547 9586 16660
608 7165 51358
8356 964 1282474
8261 5885 70175
5250 6844 1
6273 3085 92227
8914 5726 1
4924 3390 2759778
9309 2819 13827741
1354 5727 4455158
3196 6700 9300001
8632 2815 1
2946 6243 1
6376 8388 6761562
6699 1739 34072
4233 1098 3893739
7615 852 72101
9650 5147 64961
8091 8549 6100
4696 9664 4191424
380 6209 22776
5247 2800 1
4867 4364 8526178
9728 2188 24807
1592 2064 1108270
229 1075 2275928
2166 4412 782762
3143 7071 3376812
7588 3873 11675636
5097 7297 10548107
2950 4618 2070719
3935 1565 14803
7816 16 2048175
4417 8042 1
3353 5479 10581013
5396 5133 3723513
6325 7507 1
1396 6392 85066
9116 395 9320383
3959 9711 1
1025 5898 1120522
6171 4921 1
297 3976 43731
4001 166 1
4305 6863 25372
6278 6114 69272
8934 278 1
5302 3591 1
7152 2595 13157983
3770 3185 1
3621 2477 16417
4732 308 14516
2540 5562 1678180
7334 4120 1
1343 10002 39189
9609 4468 3067979
1493 6043 1
1969 5328 1
2959 7522 45845
1119 5195 36945
9169 1147 61735
2773 4049 12758783
1655 8344 13838
7805 9811 10175501
1678 2566 21294
250 1970 3439625
7843 3218 77853
9659 8906 18745
2248 5417 8700769
4913 8816 1
9788 4973 9123258
2168 1290 1
3616 5978 1
9791 9656 1
221 1788 2100827
1474 5873 1
2033 8273 1
87 8586 1
2836 1118 90330
7386 3856 1
4174 472 1081082
5321 1664 68325
8145 5206 1
8949 5270 12209927
277 1915 3594
4917 3434 12159810
5132 33 1849377
4901 1102 22782
1424 8724 98716
2191 5930 74735
3671 5589 65415
8699 2742 1
686 9638 1
4818 6767 1
4297 3410 1
587 3041 87670
9162 5844 34072
9397 8858 10893
584 3714 457907
4819 4231 1522694
2158 9504 89935
5588 5233 1
8582 9877 82862
3857 6112 77349
7293 8460 23359
2440 4897 88689
10067 5297 2958166
7967 8490 4399
9355 8662 17932
6355 1754 1
3554 4184 88031
9796 6701 74709
9709 8251 393688
6953 5573 1
2507 495 22343
8209 2627 89859
5487 2682 4686
6262 2866 1
6104 467 1
592 7238 2204146
4898 6089 1
6783 3174 9043029
217 6399 4701802
5070 5578 3210757
6635 5573 2593186
8793 2798 54705
8507 3477 41148
8679 2939 90131
3532 8066 7035710
2925 9995 1
1486 3614 7986966
857 5806 5765726
9836 2566 12173449
8616 3454 1
4863 3114 1
3256 6721 1
2625 8677 10252791
5227 6950 5708922
2294 1325 1
8692 8138 83196
7358 5954 79592
9669 4855 1
5532 7080 6357475
618 3511 35534
5957 1921 1
6492 1810 82395
3996 2665 86378
1309 5043 10071677
7941 9816 14383
8557 865 729477
8667 6785 26050
6823 2688 90800
6525 8340 7834
6187 4834 1
1277 8167 1
911 5360 42994
4896 1006 4573552
7227 9414 97961
2648 10020 1
3714 1191 1
8304 1561 1
4780 1844 2188079
6692 3311 1852031
2042 4890 1
1481 8918 67432
5533 7703 4657907
6957 304 1
774 9684 69066
1211 9070 6527216
7623 9765 76502
9600 9396 12084786
4333 6764 1
5271 4986 1
8614 9362 18092
9025 4680 35506
1071 296 3552064
1177 3968 14269692
762 4557 9170139
1349 494 966209
7260 1811 1
4567 2267 1
9750 8790 1
54 1333 88522
3476 4055 7636047
4569 1709 16251501
9760 5380 81326
1613 7081 69324
2214 1311 11641958
2537 2483 7814615
2131 5446 65442
837 2515 73466
7684 6061 10993429
7253 8121 1
3994 3746 1
1686 1872 5000275
3057 6922 35916
2095 2456 10399295
2342 2802 20654
3073 140 95022
5662 84 51302
6635 4607 4161779
6068 2661 8141652
9350 6929 10027882
5968 2952 28876
3441 6611 74301
3182 474 2232
6571 275 87024
9662 3483 27561
3460 3569 1
1894 9954 8986835
8957 7693 1
3514 3695 1177599
4396 8144 6419500
3510 4026 1
4594 6118 2467680
6153 7839 7754
6771 1348 1
7331 4387 10856798
2191 466 6534134
10049 1952 1
780 4792 241559
9775 4672 52357
6554 8361 18362
292 9090 34035
8488 3160 1
6013 3937 1
6123 4142 1
9224 7633 96635
1860 6996 1
2267 461 10348965
2075 8202 75555
1574 2716 1
4809 2243 7190432
8898 1641 14449533
5013 5058 1997
5240 5835 2590156
8289 2235 1
7101 1916 1
10006 5467 1452842
8885 8625 1
81 4862 1307607
1754 7488 6199587
7256 8089 89126
7937 8432 98747
4966 5915 1
1268 3308 1
8634 7172 1
5253 8911 1
5560 8268 1
5385 9753 1882336
9027 6098 1
8801 6870 1
5401 5281 1
333 7435 1
6728 4047 3840252
7017 3331 1
6583 9189 15984905
7867 2175 75907
7470 2039 1031921
1974 767 82084
6064 2732 1017144
8008 2361 57974
2760 373 101803
1857 4860 1
3537 6842 1
6202 2132 1
5238 1144 93249
7459 262 1
5384 4371 1
4991 9335 9268573
140 2581 52865
5989 935 86303
5219 1849 7613181
482 5951 1
2002 7978 1
1453 4265 1
1381 9006 52550
3229 9803 8672472
8945 2917 1
5818 6194 1
4024 7271 1
2227 4605 1
8029 5801 6851600
2361 5508 1
2176 488 33316
8401 9321 1
2297 2405 1
5801 3532 1
441 857 1
964 1345 35395
4648 2781 12602947
5533 4294 1
6607 8102 1
1860 285 1
7429 727 93207
9348 3844 13924811
3155 440 1
5023 1307 1
4338 6114 1
2408 8250 1
9916 4874 10476
6694 1404 6726699
3246 2383 4022068
2057 6155 450410
9094 2411 7723928
4990 987 29475
5955 5381 1
9166 8363 1
9767 3572 8326882
2707 3294 1
2791 7058 9231636
8947 2888 6388592
4958 7554 54664
6950 4532 92582
1159 2986 12686
1916 4883 4105079
8123 686 8137635
6023 3991 1
7402 7928 1
8056 6515 4616656
2805 8122 6084613
662 4210 10536
7155 4963 1
5095 6765 1
8612 8219 92498
4751 5107 1
3043 2014 2637216
1764 4292 1
7797 3219 1932011
2505 5231 1
2434 8559 1726
1086 5847 25414
1454 2274 3105757
4334 9873 1
2839 2433 36849
4939 6803 8838938
2498 3060 4818670
8091 3868 316
2878 3523 1
6196 1212 526334
49 9104 1
3208 9658 11993139
6792 8506 30302
645 5647 1
5341 5561 787815
4287 3793 9189420
6105 9570 67231
8434 4761 1
6693 3289 1
6264 4111 1
6546 8627 1
5057 8255 97109
8960 4378 1
1639 2572 16641
8036 106 14832605
87 2122 4240
1751 6757 5648072
5148 9576 1
1642 9185 26803
9438 5113 2014471
5110 4593 25306
2597 7861 1
9151 9020 1
4626 2267 602036
7550 2934 1
7263 699 3351689
8357 2595 8592786
4888 8003 15178702
7253 8978 1
533 487 47100
1505 5138 2058242
2565 8515 1292648
3312 2442 72437
9353 7144 1
9787 7663 59209
5467 1912 1
8211 5884 23133
2554 3451 1
2788 1803 1
395 3414 1
8434 4301 1
705 189 1
8734 3076 879463
7702 9881 951809
3818 4564 1
4769 1539 98758
7556 1582 1
3720 4698 1
3772 1122 5383
929 5378 1
1273 2809 1
9006 5571 7128210
9437 3236 3658444
4220 6312 78895
1083 4636 1
3391 7400 1
4370 6994 1
9607 3613 67874
5866 1357 1
9767 7555 3911133
3981 7635 77139
354 3835 9557929
5854 8581 1
6629 9782 58545
617 826 9103040
6769 9643 1
9971 6394 5625793
5056 5515 2467746
6293 9210 1
4779 6861 7915276
406 1120 92460
2564 5527 1
7158 7273 1
3153 871 1531403
8064 7441 1
1588 4705 758126
6958 56 982795
4069 7980 1
7215 747 63225
4335 2150 572428
4224 796 90327
7545 9789 51123
2527 4264 1
7404 8936 1
8538 8944 15389126
1570 5704 7481742
4531 644 1609965
4936 3604 11561935
5791 6558 11819730
3602 4137 1
1657 8412 8881447
5668 5280 72651
7756 529 1
5575 926 32754
7725 9127 1
6173 7832 8915237
5532 3779 18681
8586 5005 2021
8209 6655 54272
4470 85 41117
8376 7205 478174
588 47 2937844
597 5717 1
6425 231 12355198
3554 9313 11777
7637 5114 733120
3128 2526 1
915 9046 1
1226 818 1
1882 8569 1
6519 3294 2509706
8249 6315 1
3840 6079 12321
478 4791 1
10039 9442 34184
6550 1283 1
6183 8196 9237363
325 5906 9223777
8858 6885 2301694
9489 4461 1
2129 8268 1
2202 6726 1
2947 8536 1
5468 5062 1
3695 9473 1
9228 9059 1
1591 9341 1
7701 1899 2397729
9234 843 5719173
7793 8009 11415129
277 7312 1
3389 4994 1
2264 86 1
7902 6842 67813
6305 6230 1377637
2997 1380 1
6977 488 8041538
6429 9354 2292189
9452 7610 40117
4352 5711 1886429
4977 9240 51630
4338 4768 2378163
4846 71 428904
3156 3220 11198082
2415 8279 14298028
1505 2403 11703395
5497 3893 25970
2672 4414 35001
2685 2610 2007925
958 63 1
3910 1964 13279
6952 7051 5039961
2960 4079 3430975
7999 794 9646527
3969 5560 548236
3157 7116 17080623
9344 2116 1
8599 994 32430
7117 6813 1
4337 8790 90878
3558 4064 52427
9165 8547 1
2729 3723 7166979
8279 5657 1
6965 9520 8266477
3788 5051 88658
7602 3392 10473550
3349 10044 5455571
3534 7577 33138
10046 9959 49053
883 5053 5023473
7794 4332 1
3209 6202 65852
3127 6253 13042622
4942 5019 1
9582 9923 10021736
497 2675 75583
8321 2620 969837
6403 1915 9821908
9128 2349 5514534
4022 20 12148992
6083 8658 1
8797 2279 1
2384 7960 11965451
4981 6462 12743528
6507 8295 1
8286 2247 1
2393 6053 1
315 6824 1
5600 6110 66350
1151 7109 1
5211 6437 7022274
4053 8125 1
6086 4122 987780
7943 6002 13331237
2252 3571 13226606
6856 4849 1
4611 2520 28120
6157 1260 50444
6066 4127 3917659
4746 6825 1
1608 5804 1
2264 2425 1
7975 6069 11084478
7404 9530 1
8978 10019 1
253 9752 1
5790 2232 2715792
9037 1268 14400325
5551 7164 8523539
4629 5206 1
1133 1594 1380
3924 7062 1
3326 352 1
1509 5082 1
8216 8953 4403639
3438 8049 1
6954 2173 1416767
3337 4646 83720
8258 2932 1
2573 1524 1
2786 2587 1707406
131 6166 83651
6777 7199 1
1423 3455 1
9609 5280 1
2489 6089 1
4532 8219 1
4077 8979 10784404
8753 4290 1952852
5650 597 1
6769 6580 1
9066 3121 5096113
7953 3986 1
4715 425 1059161
1478 8299 1
572 2177 89523
2849 8589 1
2429 60 91663
8809 8518 1821133
7605 5625 7524112
6236 8967 45600
6766 2388 1
7677 7209 45971
8267 438 3444131
3661 7362 50209
2419 3121 1
6360 9472 1
1437 7715 2473436
4884 8506 86319
7976 9928 1
9539 7436 1
9890 1376 1
7941 2288 1
2397 4508 4761694
5875 1520 31560
3023 393 5150627
6870 4549 1
5074 10081 1
5018 4107 52602
3861 7197 74271
7543 5994 35311
5444 9202 1
936 6864 1
4330 2908 1
9253 5300 8646156
8985 4252 59922
7502 789 9377137
7934 1762 3628726
5125 3169 87464
10028 9299 5901148
7444 9185 4156296
186 6605 1
4935 5515 1
2436 5477 36445
9768 9096 1
3105 7540 8904465
3915 1652 4300136
4853 1888 1
963 3846 69805
9251 5929 9576933
7966 9164 1
9992 6078 13115
5762 3528 5975
5152 518 1974128
652 1891 1
6413 6086 11156335
24 8544 1
225 5908 57738
4192 5724 1
5252 1210 5949474
10086 6969 3997334
247 1290 96951
3974 177 4859
593 4603 5312984
4608 8571 7469092
7135 9482 1
7543 6022 1
3442 6913 1
6827 7589 12766
6660 9778 17856574
4500 4212 19235
6538 9017 91306
7651 1800 1
5168 5673 68868
4794 4305 1
6096 1761 88108
613 5442 1
6200 6254 9848374
6917 5068 80568
3443 7165 1
266 6794 67108
6324 5365 1
2961 1135 39548
5753 1112 1
9108 317 413406
6998 6681 1
1614 5831 1
994 1042 5435567
4531 7137 1
4835 8826 5403464
5706 8348 10251977
1815 977 1971038
7439 105 1
3720 7349 63096
5790 3422 7685784
4077 7076 1
53 3919 336848
6055 6229 9729265
143 589 11634
5627 1413 6584416
3071 8272 1
7184 7469 17012155
1382 1325 178379
3478 2261 8855858
7992 435 4359090
4482 9669 81254
4425 9904 954441
2710 488 1
7107 3803 10712
984 5533 1
8731 4371 1
1109 1200 780775
7847 9102 57265
7747 1260 15226458
2912 2455 12320
7173 92 11843782
3849 8699 12949184
8459 4744 1200804
4032 3094 1
5777 4013 63614
1112 8228 1
9896 9189 846018
9401 1421 5037077
316 965 1
5402 7886 1
6689 4787 62086
5554 6232 1
67 75 65164
3790 7518 1
7919 8598 1
1045 2821 8093372
6401 5871 8147566
519 5352 1
833 4130 1
4691 6590 4468923
332 3680 63646
9517 8500 1
7490 5151 9441441
2568 6383 11932
6130 9096 39846
4607 6498 66864
5820 4779 1
9701 252 96333
2937 4219 1
3707 3529 1
2377 2223 13521209
1897 7351 754757
10063 4951 1
9845 1574 4206
2872 1146 2929557
754 8221 1
9755 8164 1
6935 8659 6130246
5789 2134 34066
15 9566 1
5529 4095 1
1959 5688 7406840
7156 4715 8474094
209 4136 729570
791 1046 8419532
3953 5623 59105
8691 5769 4321233
5313 8403 34285
2070 4033 1
7235 9971 3923238
7135 9745 67506
3909 4606 1
4121 4644 1
6677 3765 1882276
3416 3106 1
7349 360 2747586
7522 3696 5082025
8100 7259 5712742
693 6434 5300910
861 1902 1
6259 4601 1
7619 2239 603092
9058 4833 1
8346 1204 36131
7529 7117 1
6930 3383 6618393
1159 197 16797
2847 1160 4732081
2562 9840 1
2590 6450 2531406
1414 9703 1
2542 7804 3329539
6284 3996 5943278
7585 8658 1
3781 2933 1
6946 8503 1
4253 1028 18882
2907 1438 10234551
6413 452 46874
7712 8927 1
3738 1811 10005682
7913 7562 8003519
6471 5985 83152
2596 7718 1
9581 1698 1
7829 8942 1
2887 4336 77360
5136 7461 3240
9294 6584 1
4365 9041 63390
3102 10084 83696
7679 9587 7943
1781 10065 1
3347 7386 1
3050 1130 6184500
2867 5421 11501236
4040 2782 19335
3677 1369 1
6691 6829 1
3880 8279 48391
1174 3913 1
5369 9430 6141990
4261 5227 1171355
4872 7986 6417093
7828 9885 1
7478 1329 1
2660 4131 47827
1981 7458 16546
2894 9618 1
6761 7540 8176205
8763 9685 9761676
5380 4614 1
5431 7356 98608
2414 6710 81725
10088 2537 8330554
3137 9471 2006102
1924 3856 51812
8213 6004 12978853
839 700 1828340
8008 7245 1
7227 8344 10349272
5291 332 597499
4213 6924 8755578
9712 7472 86959
7442 1305 1
3246 6849 7040
9637 4719 1
6938 3276 5966160
2670 3264 90002
9083 671 21074
6762 6586 5232280
7959 1616 57777
3861 3274 1
9208 4000 1
2183 2223 97472
6914 8822 26012
3945 6819 47699
3799 3098 1
2528 7058 4679587
8525 9747 5889
8477 2322 3481
3808 2946 8150814
3045 4954 1
1152 1661 1
4493 7324 1
4924 6167 1842983
6063 8279 1174525
4232 3256 15503930
9276 9197 5290114
841 868 81332
5417 1648 1
6541 893 1
7357 636 33902
2005 3158 1
3993 4584 1
8302 5041 6632325
9554 5746 9023
9366 3386 1
7313 6794 1
2778 8768 1
1930 9644 10678353
6434 5274 1898326
9038 4415 79215
72 2705 1
8083 3735 1
1940 9797 3437
9884 1293 1
6092 726 1
3505 7858 2794
3519 5181 26712
9261 8798 8807603
3134 232 3210783
359 6332 7504970
7516 9207 1
6108 2025 96314
5930 4992 6613517
824 917 1
8577 10022 3786533
4659 7531 1
